Sr.No.	HEADWORD	GENDER	AMAR	ABCH	ACPH	ACSJ	ACVH
2643	निन्दु	स्त्री	x	1655	x	x	x
2644	नरमालिनी	स्त्री	x	1656	x	x	x
2644	पालि	स्त्री	x	x	1656	x	x
2645	विश्वस्ता	स्त्री	1556	1652	x	x	x
2645	विधवा	स्त्री	1556	1652	x	x	x
2645	रण्डा	स्त्री	x	x	x	1652	x
2646	पोटा	स्त्री	x	1663	x	x	x
2646	वोटा	स्त्री	x	1663	x	x	x
2646	चेटी	स्त्री	x	1663	x	x	x
2646	दासी	स्त्री	x	1663	x	x	x
2646	कुटहारिका	स्त्री	x	1663	x	x	x
2646	गणेरुका	स्त्री	x	x	1663	x	x
2646	वडवा	स्त्री	x	x	1663	x	x
2646	कुम्भदासी	स्त्री	x	x	1663	x	x
2647	आलि	स्त्री	1557	1649	x	x	x
2647	सखी	स्त्री	1557	1649	x	x	x
2647	वयस्या	स्त्री	1557	1649	x	x	x
2647	सध्रीची	स्त्री	x	1649	x	x	x
2648	पतिवत्नी	स्त्री	1558	1651	x	x	x
2648	सभर्तृका	स्त्री	1558	x	x	x	x
2648	जीवत्पति	स्त्री	x	1651	x	x	x
2648	जीवत्पत्नी	स्त्री	x	x	x	1651	1651
2649	वृद्धा	स्त्री	1559	1665	x	x	x
2649	पलिक्नी	स्त्री	1559	1665	x	x	x
2650	प्राज्ञी	स्त्री	1560	1623	x	x	x
2650	प्रज्ञा	स्त्री	1560	1623	x	x	x
2650	प्रजानती	स्त्री	x	1623	x	x	x
2651	प्राज्ञा	स्त्री	1561	1624	x	x	x
2651	धीमती	स्त्री	1561	x	x	x	x
2651	प्रज्ञान्विता	स्त्री	x	1624	x	x	x
2652	शूद्री	स्त्री	1562	1631	x	x	x
2653	शूद्रा	स्त्री	1563	1633	x	x	x
2654	आभीरी	स्त्री	1564	1625	x	x	x
2654	महाशूद्री	स्त्री	1564	1625	x	x	x
2655	अर्याणी	स्त्री	1565	1636	x	x	x
2655	अर्या	स्त्री	1565	1636	x	x	x
2656	क्षत्रिया	स्त्री	1566	1634	x	x	x
2656	क्षत्रियाणी	स्त्री	1566	1634	x	x	x
2657	उपाध्याया	स्त्री	1567	1635	x	x	x
2657	उपाध्यायी	स्त्री	1567	1635	x	x	x
2658	आचार्या	स्त्री	1568	1632	x	x	x
2659	आचार्यानी	स्त्री	1569	1626	x	x	x
2659	आचार्यी	स्त्री	x	1626	x	x	x
2660	अर्यी	स्त्री	1570	1630	x	x	x
2661	क्षत्रियी	स्त्री	1571	1629	x	x	x
2662	उपाध्यायानी	स्त्री	1572	1628	x	x	x
2662	उपाध्यायी	स्त्री	1572	1628	x	x	x
2663	पोटा	स्त्री	1573	1659	x	x	x
2664	वीरपत्नी	स्त्री	1574	1606	x	x	x
2664	वीरभार्या	स्त्री	1574	1606	x	x	x
2665	वीरमातृ	स्त्री	1575	1729	x	x	x
2665	वीरसू	स्त्री	1575	1729	x	x	x
2666	जातापत्या	स्त्री	1576	1675	x	x	x
2666	प्रजाता	स्त्री	1576	1675	x	x	x
2666	प्रसूता	स्त्री	1576	x	x	x	x
2666	प्रसूतिका	स्त्री	1576	1675	x	x	x
2666	विजाता	स्त्री	x	1675	x	x	x
2667	नग्निका	स्त्री	1577	x	x	x	1664
2667	कोटवी	स्त्री	1577	1664	x	x	x
2667	नग्ना	स्त्री	x	1664	x	x	x
2668	दूती	स्त्री	1578	1622	x	x	x
2668	सञ्चारिका	स्त्री	1578	1622	x	x	x
2669	कात्यायनी	स्त्री	1579	1657	x	x	x
2669	अर्धवृद्धा	स्त्री	x	1657	x	x	x
2669	काषायवसना	स्त्री	x	1657	x	x	x
2669	अधवा	स्त्री	x	1657	x	x	x
2670	श्रवणा	स्त्री	x	1658	x	x	x
2670	भिक्षुकी	स्त्री	x	1658	x	x	x
2670	मुण्डा	स्त्री	x	1658	x	x	x
2670	श्रमणा	स्त्री	x	x	1658	1658	1658
2670	भिक्षुणी	स्त्री	x	x	1658	x	x
2671	सैरन्ध्री	स्त्री	1580	1620	x	x	x
2672	असिक्नी	स्त्री	1581	1621	x	x	x
2673	वारस्त्री	स्त्री	1582	x	x	x	x
2673	गणिका	स्त्री	1582	1660	x	x	x
2673	वेश्या	स्त्री	1582	1660	x	x	x
2673	रूपाजीवा	स्त्री	1582	1660	x	x	x
2673	साधारणस्त्री	स्त्री	x	1660	x	x	x
2673	पण्याङ्गना	स्त्री	x	1660	x	x	x
2673	पणाङ्गना	स्त्री	x	1660	x	x	x
2673	भुजिष्या	स्त्री	x	1660	x	x	x
2673	लञ्जिका	स्त्री	x	1660	x	x	x
2673	खगालिका	स्त्री	x	x	1660	x	x
2673	वारवाणि	स्त्री	x	x	1660	x	x
2673	कामलेखा	स्त्री	x	x	1660	x	x
2673	क्षुद्रा	स्त्री	x	x	1660	x	x
2674	वारमुख्या	स्त्री	1583	1661	x	x	x
2674	वारवधू	स्त्री	x	1661	x	x	x
2675	कुट्टनी	स्त्री	1584	1662	x	x	x
2675	शम्भली	स्त्री	1584	1662	x	x	x
2675	चुन्दी	स्त्री	x	1662	x	x	x
2676	विप्रश्निका	स्त्री	1585	x	x	x	x
2676	ईक्षणिका	स्त्री	1585	x	x	x	x
2676	दैवज्ञा	स्त्री	1585	x	x	x	x
2677	रजस्वला	स्त्री	1586	1666	x	x	x
2677	स्त्रीधर्मिणी	स्त्री	1586	1666	x	x	x
2677	अवि	स्त्री	1586	x	x	x	x
2677	आत्रेयी	स्त्री	1586	1666	x	x	x
2677	मलिनी	स्त्री	1586	1666	x	x	x
2677	पुष्पवती	स्त्री	1586	1666	x	x	x
2677	ऋतुमती	स्त्री	1586	1666	x	x	x
2677	उदक्या	स्त्री	1586	1666	x	x	x
2677	अधि	स्त्री	x	1666	x	x	x
2677	अवी	स्त्री	x	1666	x	x	x
2677	पुष्पिता	स्त्री	x	x	x	1666	x
2678	रजस्	क्ली	1587	1669	x	x	x
2678	पुष्प	क्ली	1587	1669	x	x	x
2678	आर्तव	क्ली	1587	1669	x	x	x
2678	स्त्रीधर्म	पुं	x	1669	x	x	x
2678	कुसुम	क्ली	x	x	x	1669	x
2679	ऋतु	पुं	x	1670	x	x	x
2680	श्रद्धालु	स्त्री	1588	1674	x	x	x
2680	दोहदवती	स्त्री	1588	x	x	x	x
2680	दोहदान्विता	स्त्री	x	1674	x	x	x
2681	निष्कला	स्त्री	1589	1667	x	x	x
2681	विगतार्तवा	स्त्री	1589	x	x	x	x
2681	पुष्पहीना	स्त्री	x	1667	x	x	x
2682	राका	स्त्री	x	1668	x	x	x
2683	आपन्नसत्त्वा	स्त्री	1590	1673	x	x	x
2683	गुर्विणी	स्त्री	1590	1673	x	x	x
2683	अन्तर्वत्नी	स्त्री	1590	1673	x	x	x
2683	गर्भिणी	स्त्री	1590	x	x	x	x
2683	गर्भवती	स्त्री	x	1673	x	x	x
2683	उदरिणी	स्त्री	x	1673	x	x	x
2683	गुर्वी	स्त्री	x	1673	x	x	x
2684	गाणिक्य	क्ली	1591	4257	x	x	x
2685	गार्भिण	क्ली	1592	4235	x	x	x
2686	यौवत	क्ली	1593	4236	x	x	x
2687	पुनर्भू	स्त्री	1594	1637	x	x	x
2687	दिधिषू	स्त्री	1594	1637	x	x	x
2687	द्विरूढा	स्त्री	x	1637	x	x	x
2687	दिधीषू	स्त्री	x	x	x	1637	1637
2688	दिधिषु	पुं	1596	x	x	x	x
2688	दिधिषू	पुं	x	1638	x	x	x
2689	अग्रेदिधिषू	पुं	1597	1639	x	x	x
2690	कानीन	पुं	1598	1697	x	x	x
2690	कन्यकाजात	पुं	1598	x	x	x	x
2691	सुभगासुत	पुं	1599	x	x	x	x
2691	सौभागिनेय	पुं	1599	1696	x	x	x
2692	पौनर्भव	पुं	x	1698	x	x	x
2693	पारस्त्रैणेय	पुं	1600	1699	x	x	x
2694	दासीसुत	पुं	x	1700	x	x	x
2694	दासेर	पुं	x	1700	x	x	x
2694	दासेय	पुं	x	1700	x	x	x
2695	नाटेर	पुं	x	1701	x	x	x
2695	नटीसुत	पुं	x	1701	x	x	x
2695	नाटेय	पुं	x	x	x	x	1701
2696	पैतृष्वसेय	पुं	1601	1691	x	x	x
2696	पैतृष्वस्रीय	पुं	1601	1691	x	x	x
2697	मातृष्वसेय	पुं	1602	1692	x	x	x
2697	मातृष्वस्रीय	पुं	1602	1692	x	x	x
2698	वैमात्रेय	पुं	1603	1693	x	x	x
2698	विमातृज	पुं	1603	1693	x	x	x
2699	द्वैमातुर	पुं	x	1694	x	x	x
2699	द्विमातृज	पुं	x	1694	x	x	x
2700	साम्मातुर	पुं	x	1695	x	x	x
2700	भाद्रमातुर	पुं	x	1695	x	x	x
2701	बान्धकिनेय	पुं	1604	1702	x	x	x
2701	बन्धुल	पुं	1604	1702	x	x	x
2701	असतीसुत	पुं	1604	1702	x	x	x
2701	कौलटेर	पुं	1604	1702	x	x	x
2701	कौलटेय	पुं	1604	1702	x	x	x
2702	कौलटिनेय	पुं	1605	1703	x	x	x
2702	कौलटेय	पुं	1605	1703	x	x	x
2702	भिक्षुकसतीसुत	पुं	x	1703	x	x	x
2704	क्षेत्रज	पुं	x	1705	x	x	x
2705	आत्मज	पुं	1606	1682	x	x	x
2705	तनय	पुं	1606	1682	x	x	x
2705	सूनु	पुं	1606	1682	x	x	x
2705	सुत	पुं	1606	1682	x	x	x
2705	पुत्र	पुं	1606	1682	x	x	x
2705	नन्दन	पुं	x	1682	x	x	x
2705	उद्वह	पुं	x	1682	x	x	x
2705	अङ्गज	पुं	x	1682	x	x	x
2705	दारक	पुं	x	1682	x	x	x
2705	कुलधारक	पुं	x	x	1682	x	x
2705	सदायाद	पुं	x	x	1682	x	x
2705	द्वितीय	पुं	x	x	1682	x	x
2706	आत्मजा	स्त्री	1607	1683	x	x	x
2706	तनया	स्त्री	1607	1683	x	x	x
2706	सूनु	स्त्री	1607	1683	x	x	x
2706	सुता	स्त्री	1607	1683	x	x	x
2706	पुत्री	स्त्री	1607	1683	x	x	x
2706	दुहितृ	स्त्री	1607	x	x	x	x
2706	नन्दना	स्त्री	x	1683	x	x	x
2706	उद्वहा	स्त्री	x	1683	x	x	x
2706	अङ्गजा	स्त्री	x	1683	x	x	x
2706	दारिका	स्त्री	x	1683	x	x	x
2706	धीदा	स्त्री	x	x	1683	x	x
2706	समर्धुका	स्त्री	x	x	1683	x	x
2706	देहसञ्चारिणी	स्त्री	x	x	1683	x	1683
2707	अपत्य	क्ली	1608	1684	x	x	x
2707	तोक	क्ली	1608	1684	x	x	x
2707	प्रसूति	स्त्री	x	1684	x	x	x
2707	तुक्	पुं	x	1684	x	x	x
2707	प्रजा	स्त्री	x	1684	x	x	x
2707	सन्तान	क्ली	x	x	1684	x	x
2707	सन्तति	स्त्री	x	x	1684	x	x
2708	उरस्य	पुं	1609	x	x	x	x
2708	औरस	पुं	1609	1706	x	x	x
2708	औरस्य	पुं	x	1706	x	x	x
2709	तात	पुं	1610	1721	x	x	x
2709	जनक	पुं	1610	1721	x	x	x
2709	पितृ	पुं	1610	1721	x	x	x
2709	वप्तृ	पुं	x	1721	x	x	x
2709	बीजिन्	पुं	x	1721	x	x	x
2709	जनयितृ	पुं	x	1721	x	x	x
2709	वप्प	पुं	x	x	1721	x	x
2709	जनित्र	पुं	x	x	1721	x	x
2709	रेतोधस्	पुं	x	x	1721	x	x
2710	जनयित्री	स्त्री	1611	1726	x	x	x
2710	प्रसू	स्त्री	1611	1726	x	x	x
2710	मातृ	स्त्री	1611	1726	x	x	x
2710	जननी	स्त्री	1611	1726	x	x	x
2710	अम्बा	स्त्री	x	1726	x	x	x
2710	सवित्री	स्त्री	x	1726	x	x	x
2710	जानी	स्त्री	x	x	1726	x	x
2710	जनित्री	स्त्री	x	x	x	1726	x
2711	कृमिला	स्त्री	x	1727	x	x	x
2711	बहुप्रसू	स्त्री	x	1727	x	x	x
2712	धात्री	स्त्री	x	1728	x	x	x
2712	उपमातृ	स्त्री	x	1728	x	x	x
2713	भगिनी	स्त्री	1612	1716	x	x	x
2713	स्वसृ	स्त्री	1612	1716	x	x	x
2713	जामि	स्त्री	x	1716	x	x	x
2714	ज्येष्ठभगिनी	स्त्री	x	x	5049	x	x
2714	वीरभवन्ती	स्त्री	x	x	5049	x	x
2715	ननान्दृ	स्त्री	1613	1717	x	x	x
2715	नन्दा	स्त्री	x	1717	x	x	x
2715	नन्दिनी	स्त्री	x	1717	x	x	x
2716	ज्येष्ठश्वश्रू	स्त्री	x	1718	x	x	x
2716	कुली	स्त्री	x	1718	x	x	x
2717	श्यालिका	स्त्री	x	1719	x	x	x
2717	हाली	स्त्री	x	1719	x	x	x
2717	यन्त्रणी	स्त्री	x	1719	x	x	x
2717	केलिकुञ्चिका	स्त्री	x	1719	x	x	x
2718	नप्त्री	स्त्री	1614	x	x	x	x
2718	पौत्री	स्त्री	1614	x	x	x	x
2718	सुतात्मजा	स्त्री	1614	x	x	x	x
2719	यातरः	स्त्रीब	1615	1605	x	x	x
2720	प्रजावती	स्त्री	1616	1603	x	x	x
2720	भ्रातृजाया	स्त्री	1616	1603	x	x	x
2721	मातुलानी	स्त्री	1617	1627	x	x	x
2721	मातुली	स्त्री	1617	1627	x	x	x
2722	श्वश्रू	स्त्री	1618	1730	x	x	x
2723	श्वशुर	पुं	1619	1731	x	x	x
2724	पितरः	पुंब	x	1732	x	x	x
2725	मातामहाः	पुंब	x	1733	x	x	x
2726	पितृव्य	पुं	1620	1712	x	x	x
2727	मातुल	पुं	1621	1714	x	x	x
2728	श्याल	पुं	1622	1713	x	x	x
2729	देवृ	पुं	1623	1715	x	x	x
2729	देवर	पुं	1623	1715	x	x	x
2729	देवन्	पुं	x	1715	x	x	x
2730	स्वस्रीय	पुं	1624	1686	x	x	x
2730	भागिनेय	पुं	1624	1686	x	x	x
2730	जामेय	पुं	x	1686	x	x	x
2730	कुतप	पुं	x	1686	x	x	x
2731	नप्तृ	पुं	x	1687	x	x	x
2731	पौत्र	पुं	x	1687	x	x	x
2731	पुत्रपुत्र	पुं	x	1687	x	x	x
2732	दौहित्र	पुं	x	1688	x	x	x
2732	दुहितृसुत	पुं	x	1688	x	x	x
2732	नप्तृ	पुं	x	x	1688	x	x
2733	प्रतिनप्तृ	पुं	x	1689	x	x	x
2733	प्रपौत्र	पुं	x	1689	x	x	x
2734	परम्पर	पुं	x	1690	x	x	x
2735	जामातृ	पुं	1625	1612	x	x	x
2735	दुहितृपति	पुं	x	1612	x	x	x
2736	पितामह	पुं	1626	1722	x	x	x
2736	पितृपितृ	पुं	1626	x	x	x	x
2737	प्रपितामह	पुं	1627	1723	x	x	x
2738	मातामह	पुं	1628	1724	x	x	x
2739	प्रमातामह	पुं	1629	1725	x	x	x
2740	सपिण्ड	पुं	1630	1740	x	x	x
2740	सनाभि	पुं	1630	1740	x	x	x
2741	समानोदर्य	पुं	1631	1709	x	x	x
2741	सोदर्य	पुं	1631	1709	x	x	x
2741	सगर्भ्य	पुं	1631	x	x	x	x
2741	सहज	पुं	1631	1709	x	x	x
2741	भ्रातृ	पुं	x	1709	x	x	x
2741	सहोदर	पुं	x	1709	x	x	x
2741	सगर्भ	पुं	x	1709	x	1709	x
2741	सोदर	पुं	x	1709	x	x	x
2742	सगोत्र	पुं	1632	1738	x	x	x
2742	बान्धव	पुं	1632	1738	x	x	x
2742	ज्ञाति	पुं	1632	1738	x	x	x
2742	बन्धु	पुं	1632	1738	x	x	x
2742	स्व	पुं	1632	1738	x	x	x
2742	स्वजन	पुं	1632	1738	x	x	x
2743	निज	पुं	x	1739	x	x	x
2743	आत्मीय	पुं	x	1739	x	x	x
2743	स्व	पुं	x	1739	x	x	x
2743	स्वकीय	पुं	x	1739	x	x	x
2744	ज्ञातेय	क्ली	1633	x	x	x	x
2745	बन्धुता	स्त्री	1634	4267	x	x	x
2746	प्रेयसी	स्त्री	x	1608	x	x	x
2746	दयिता	स्त्री	x	1608	x	x	x
2746	कान्ता	स्त्री	x	1608	x	x	x
2746	प्राणेशा	स्त्री	x	1608	x	x	x
2746	वल्लभा	स्त्री	x	1608	x	x	x
2746	प्रिया	स्त्री	x	1608	x	x	x
